Admission,RecentAdmission
Admission,ReferralSource
Admission,Reported
Admission,SeparationDate
Admission,SeparationTime
Admission,ServiceCategory
Admission,SouthSeaIslander
Admission,Surname
Admission,TheatreBanding
Admission,TransferredToFacility
Admission,UnplannedTheatreVisit
Admission,UsualAccomodation
Admission,UUID
AduroForm,CreatedDateTimeStamp
AduroForm,FormInstanceDescription
AduroForm,FormInstanceId
AduroForm,FormInstanceOperationMode
AduroForm,FormViewType
AduroForm,GCS_CreatedAt
AduroForm,GCS_UpdatedAt
AduroForm,Id
AduroForm,LastUpdatedDateTimeStamp
AduroForm,LaunchURI
AduroForm,PRFUSR_Id_Fk
AduroForm,PT_Id_Fk
AduroForm,ResumePath
AduroForm,SubmissionStatus
AduroForm,UUID
AdverseReactionAgent,Common
AdverseReactionAgent,FSN
AdverseReactionAgent,GCS_CreatedAt
AdverseReactionAgent,GCS_UpdatedAt
AdverseReactionAgent,Id
AdverseReactionAgent,Preferred
AdverseReactionAgent,RecordType
AdverseReactionAgent,SnomedCode
AdverseReactionAgent,Synonyms
AdverseReactionAgent,UUID
AlcoholStatus,GCS_CreatedAt
AlcoholStatus,GCS_UpdatedAt
AlcoholStatus,Id
AlcoholStatus,InactiveFg
AlcoholStatus,Status
AlcoholStatus,UUID
Allergy,AgentSnomed
Allergy,Allergy
Allergy,ClassCode
Allergy,Detail
Allergy,GCS_CreatedAt
Allergy,GCS_UpdatedAt
Allergy,GenericCode
Allergy,Id
Allergy,LastUpdated
Allergy,LastUpdatedBy
Allergy,PT_Id_Fk
Allergy,ReactionSnomed
Allergy,ReactionType
Allergy,ReactionTypeSnomed
Allergy,UUID
Allergy,VersionSnomed
AllergyList,Allergy
AllergyList,ClassCode
AllergyList,Creator
AllergyList,GCS_CreatedAt
AllergyList,GCS_UpdatedAt
AllergyList,GenericCode
AllergyList,Id
AllergyList,SnomedCode
AllergyList,UUID
Antenatal,BP
Antenatal,FH
Antenatal,FM
Antenatal,Fundus
Antenatal,GCS_CreatedAt
Antenatal,GCS_UpdatedAt
Antenatal,Gestation
Antenatal,Id
Antenatal,LastUpdated
Antenatal,LastUpdatedBy
Antenatal,LiquorVolume
Antenatal,Next
Antenatal,Note
Antenatal,Oedema
Antenatal,Presentation
Antenatal,PRG_Id_Fk
Antenatal,PT_Id_Fk
Antenatal,RecordedBy
Antenatal,Station
Antenatal,Urine
Antenatal,UUID
Antenatal,VisitDate
Antenatal,Weight
Appt,ApptDuration
Appt,ArrivalTime
Appt,Cancelled
Appt,Charge
Appt,CreatedAt
Appt,CreatedBy
Appt,CreatedDay
Appt,CreationDate
Appt,DNA
Appt,ExternalId
Appt,GCS_CreatedAt
Appt,GCS_UpdatedAt
Appt,Id
Appt,LastUpdated
Appt,LastUpdatedBy
Appt,Name
Appt,Note
Appt,PRFPRC_Id_Fk
Appt,ProviderID
Appt,ProviderName
Appt,PT_Id_Fk
Appt,Reason
Appt,Repeating
Appt,ROOM_Id_Fk
Appt,SMSReply
Appt,SMSSent
Appt,StartDate
Appt,StartTime
Appt,Status
Appt,UUID
Appt,Waiting
ApptBlock,BlockDuration
ApptBlock,CreatedAt
ApptBlock,CreatedBy
ApptBlock,CreatedDate
ApptBlock,EndDate
ApptBlock,GCS_CreatedAt
ApptBlock,GCS_UpdatedAt
ApptBlock,Id
ApptBlock,LastUpdatedBy
ApptBlock,LastUpdatedDateTime
ApptBlock,Note
ApptBlock,ProviderID
ApptBlock,Reason
ApptBlock,RepeatType
ApptBlock,ROOM_Id_Fk
ApptBlock,StartDate
ApptBlock,StartTime
ApptBlock,UUID
ApptList,ApptDate
ApptList,GCS_CreatedAt
ApptList,GCS_UpdatedAt
ApptList,Id
ApptList,ListIndicator
ApptList,ProviderID
ApptList,UUID
ApptTimingEvent,ApptDuration
ApptTimingEvent,ApptName
ApptTimingEvent,ApptProviderId
ApptTimingEvent,ApptProviderName
ApptTimingEvent,ApptReason
ApptTimingEvent,ApptRoomName
ApptTimingEvent,ApptStartDate
ApptTimingEvent,ApptStartTime
ApptTimingEvent,APT_Id_Fk
ApptTimingEvent,DurationSeconds
ApptTimingEvent,EndDateTime
ApptTimingEvent,EventType
ApptTimingEvent,GCS_CreatedAt
ApptTimingEvent,GCS_UpdatedAt
ApptTimingEvent,Id
ApptTimingEvent,PRFUSR_Id_Fk
ApptTimingEvent,PT_Id_Fk
ApptTimingEvent,ROOM_Id_Fk
ApptTimingEvent,StartDateTime
ApptTimingEvent,UUID
ApptType,Colour
ApptType,CreatedAt
ApptType,Duration
ApptType,GCS_CreatedAt
ApptType,GCS_UpdatedAt
ApptType,Id
ApptType,LastUpdatedDateTime
ApptType,Note
ApptType,UUID
ApptType,WebEnabled
AtomicResult,GCS_CreatedAt
AtomicResult,GCS_UpdatedAt
AtomicResult,Id
AtomicResult,LABRST_Id_Fk
AtomicResult,LOINCCode
AtomicResult,Result
AtomicResult,ResultDate
AtomicResult,UUID
AuditAction,ActionCode
AuditAction,ActionName
AuditAction,GCS_CreatedAt
AuditAction,GCS_UpdatedAt
AuditAction,Id
AuditAction,InactiveFg
AuditAction,UUID
AuditActionReason,AUDACT_Id_Fk
AuditActionReason,AUDRSN_Id_Fk
AuditActionReason,GCS_CreatedAt
AuditActionReason,GCS_UpdatedAt
AuditActionReason,Id
AuditActionReason,InactiveFg
AuditActionReason,UUID
AuditField,AUDACT_Id_Fk
AuditField,AUDRSN_Id_Fk
AuditField,GCS_CreatedAt
AuditField,GCS_UpdatedAt
AuditField,Id
AuditField,InactiveFg
AuditField,UUID
AuditHeader,AUDACTRSN_Id_Fk
AuditHeader,Comments
AuditHeader,ComputerIPAddress
AuditHeader,ComputerName
AuditHeader,DateTimestamp
AuditHeader,GCS_CreatedAt
AuditHeader,GCS_UpdatedAt
AuditHeader,Id
AuditHeader,PRFUSR_Id_Fk
AuditHeader,PRFUSR_Name
AuditHeader,UUID
AuditReason,CanModifyFg
AuditReason,GCS_CreatedAt
AuditReason,GCS_UpdatedAt
AuditReason,Id
AuditReason,InactiveFg
AuditReason,ReasonCode
AuditReason,ReasonName
AuditReason,UUID
AuditRecord,AUDHDR_Id_Fk
AuditRecord,Comments
AuditRecord,DatabaseActionCode
AuditRecord,GCS_CreatedAt
AuditRecord,GCS_UpdatedAt
AuditRecord,Id
AuditRecord,Record_UUID_Fk
AuditRecord,SortOrder
AuditRecord,TableNum
AuditRecord,UUID
AuditUserActivity,Audit_Serial
AuditUserActivity,DateTimestamp
AuditUserActivity,Details
AuditUserActivity,Event
AuditUserActivity,GCS_CreatedAt
AuditUserActivity,GCS_UpdatedAt
AuditUserActivity,Hash
AuditUserActivity,Id
AuditUserActivity,Machine_Name
AuditUserActivity,Machine_SerialNum
AuditUserActivity,Machine_User
AuditUserActivity,User_UUID
AuditUserActivity,Username
AuditUserActivity,UUID
BackupCode,Code
BackupCode,GCS_CreatedAt
BackupCode,GCS_UpdatedAt
BackupCode,Id
BackupCode,PRFUSR_Id_Fk
BackupCode,UUID
Banking,AccountName
Banking,Amount
Banking,Batch
Banking,BNK_Id_Fk
Banking,ChequeNum
Banking,DrawersBank
Banking,GCS_CreatedAt
Banking,GCS_UpdatedAt
Banking,Id
Banking,Payee
Banking,PaymentType
Banking,Reconciled
Banking,TempBatchNum
Banking,TheDate
Banking,TXN_Id_Fk
Banking,UUID
BankingSummary,Bank
BankingSummary,BankingDate
BankingSummary,Batch
BankingSummary,CardTotal
BankingSummary,CashTotal
BankingSummary,ChequeTotal
BankingSummary,DDTotal
BankingSummary,EftposTotal
BankingSummary,GCS_CreatedAt
BankingSummary,GCS_UpdatedAt
BankingSummary,Id
BankingSummary,TotalBanked
BankingSummary,UUID
BarComorbidity,BB_Id_Fk
BarComorbidity,Comment
BarComorbidity,GCS_CreatedAt
BarComorbidity,GCS_UpdatedAt
BarComorbidity,Id
BarComorbidity,Problem
BarComorbidity,Resolution
BarComorbidity,UUID
BarComplication,BAROP_Id_Fk
BarComplication,Complication
BarComplication,ComplicationDate
BarComplication,GCS_CreatedAt
BarComplication,GCS_UpdatedAt
BarComplication,Id
BarComplication,UUID
BarFlag,BAROP_Id_Fk
BarFlag,Flag
BarFlag,GCS_CreatedAt
BarFlag,GCS_UpdatedAt
BarFlag,Id
BarFlag,UUID
BarOp,Approach
BarOp,BandFillVolume
BarOp,BandSize
BarOp,BandType
BarOp,BarOpDate
BarOp,BB_Id_Fk
BarOp,Category
BarOp,GCS_CreatedAt
BarOp,GCS_UpdatedAt
BarOp,Group
BarOp,Hospital
BarOp,Id
BarOp,OpName
BarOp,PRCDRE_Id_Fk
BarOp,Provider
BarOp,Reservoir
BarOp,UUID
BarOp,Weight
BarVisit,AdjustmentVolume
BarVisit,BarVisitDate
BarVisit,BarVisitInterval
BarVisit,BB_Id_Fk
BarVisit,BMI
BarVisit,EWL
BarVisit,GCS_CreatedAt
BarVisit,GCS_UpdatedAt
BarVisit,Id
BarVisit,IntervalType
BarVisit,NextVisit
BarVisit,Notes
BarVisit,Provider
BarVisit,UUID
BarVisit,Weeks
BarVisit,Weight
BarVisit,WeightLoss
BariatricBase,BaseDate
BariatricBase,BaseGroup
BariatricBase,BMI
BariatricBase,CurrentVolume
BariatricBase,ExcessWeight
BariatricBase,GCS_CreatedAt
BariatricBase,GCS_UpdatedAt
BariatricBase,Height
BariatricBase,Id
BariatricBase,IdealWeight
BariatricBase,InitialVolume
BariatricBase,InvisibleVolumeAdjustment
BariatricBase,Provider
BariatricBase,PT_Id_Fk
BariatricBase,TargetPercentage
BariatricBase,TargetWeight
BariatricBase,UUID
BariatricBase,Weight
BillingFee,BILITM_Id_Fk
BillingFee,BILTYP_Id_Fk
BillingFee,Fee
BillingFee,GCS_CreatedAt
BillingFee,GCS_UpdatedAt
BillingFee,Id
BillingFee,UUID
BillingItem,ItemNum
BillingItem,Description
BillingItem,Schedule
BillingItem,Bulk Bill
BillingItem,Private
BillingItem,HCC
BillingItem,PMS
BillingItem,Veterans Affairs
BillingItem,IPRebate
BillingItem,Multiple
BillingItem,GST
BillingItem,RequestedItemFg
BillingItem,Category
BillingItem,DisplayInPopUpList
BillingItem,ReferenceItem
BillingItem,UpToSix
BillingItem,SevenOrMore
BillingItem,ReferenceFee
BillingItem,AMA
BillingItem,AnaestheticUnits
BillingItem,Workcover
BillingItem,AHSAFee
BillingItem,Custom 1
BillingItem,Custom 2
BillingItem,Custom 3
BillingItem,MBSGroup
BillingItem,Assistant
BillingItem,AlwaysInPatient
BillingItem,UsualTime
BillingItem,DVA Inpatient
BillingItem,DVA Outpatient
BillingItem,AMAMBS
BillingItem,Id
BillingItem,Stock
BillingItem,BUPAFee
BillingItem,GCS_UpdatedAt
BillingItem,GCS_CreatedAt
BillingItem,UUID
BillingType,GCS_CreatedAt
BillingType,GCS_UpdatedAt
BillingType,Id
BillingType,Name
BillingType,UUID
BrandName,BrandName
BrandName,FormCode
BrandName,Id
BrandName,ProdCode
CDA,AuthorInstitutionHPIO
CDA,AuthorInstitutionName
CDA,AuthorPersonHPII
CDA,AuthorPersonName
CDA,CreationDate
CDA,CreationTime
CDA,Description
CDA,DocSuperseededOID
CDA,DocSuperseededUUID
CDA,DownloadedDate
CDA,DownloadedTime
CDA,FilePath
CDA,GCS_CreatedAt
CDA,GCS_UpdatedAt
CDA,Id
CDA,Name
CDA,OID
CDA,Origin
CDA,PT_Id_Fk
CDA,RemovedFromPCEHR
CDA,SentToPCEHR
CDA,SetID
CDA,Type
CDA,UUID
CDA,Version
CMPData,Address1
CMPData,Address2
CMPData,Address3
CMPData,CMPAbbrev
CMPData,CMPCode
CMPData,Company
CMPData,EmailAddress
CMPData,FaxNum
CMPData,Id
CMPData,MailOrder
CMPData,PhoneNum
CMPData,Postcode
CMPData,Subtitle
CMPData,TollFree
CMPData,Website
CarePlan,CarePlanExists
CarePlan,CarerName
CarePlan,CarerPhone
CarePlan,CreatedBy
CarePlan,CreationDate
CarePlan,GCS_CreatedAt
CarePlan,GCS_UpdatedAt
CarePlan,Id
CarePlan,ItemNum
CarePlan,PT_Id_Fk
CarePlan,ReviewDate
CarePlan,UUID
CarePlanItem,AppointmentDate
CarePlanItem,CRPLAN_Id_Fk
CarePlanItem,GCS_CreatedAt
CarePlanItem,GCS_UpdatedAt
CarePlanItem,Goals
CarePlanItem,Id
CarePlanItem,ItemId
CarePlanItem,NeedsAssessment
CarePlanItem,Problem
CarePlanItem,Provider
CarePlanItem,Task
CarePlanItem,UUID
CheckListNew,CHKLST_Id_Fk
CheckListNew,ConsultSection
CheckListNew,DateCreated
CheckListNew,DateLocked
CheckListNew,DatePrinted
CheckListNew,Deleted
CheckListNew,ExternalId
CheckListNew,GCS_CreatedAt
CheckListNew,GCS_UpdatedAt
CheckListNew,Generic
CheckListNew,GenieWebDefault
CheckListNew,Id
CheckListNew,LastUpdated
CheckListNew,LastUpdatedBy
CheckListNew,Locked
CheckListNew,Name
CheckListNew,PRCDRE_Id_Fk
CheckListNew,Provider
CheckListNew,PT_Id_Fk
CheckListNew,UUID
ClaimException,AccountRefNum
ClaimException,BenefitClaimed
ClaimException,BenefitPaid
ClaimException,CardFlag
ClaimException,CLMSTM_BatchNum_Fk
ClaimException,ExplanationCode
ClaimException,Fg
ClaimException,GCS_CreatedAt
ClaimException,GCS_UpdatedAt
ClaimException,Id
ClaimException,ItemNum
ClaimException,ItemPosition
ClaimException,MedicareNum
ClaimException,MedicareRefNum
ClaimException,Name
ClaimException,ServiceDate
ClaimException,UUID
ClaimException,VoucherPosition
ClinicalManifestation,Common
ClinicalManifestation,FSN
ClinicalManifestation,GCS_CreatedAt
ClinicalManifestation,GCS_UpdatedAt
ClinicalManifestation,Id
ClinicalManifestation,Preferred
ClinicalManifestation,SnomedCode
ClinicalManifestation,Synonyms
ClinicalManifestation,UUID
Complication,Complication
Complication,ComplicationDate
Complication,GCS_CreatedAt
Complication,GCS_UpdatedAt
Complication,Id
Complication,PRCDRE_Id_Fk
Complication,UUID
Connection,ApptType
Connection,ClinicalFileName
Connection,ConnType
Connection,EnableExportClinical
Connection,EnableExportModified
Connection,EnableExportNew
Connection,EnableExportWaitRoom
Connection,EnableImport
Connection,ExportApptType
Connection,ExportMachine
Connection,FieldDelimiterExport
Connection,FieldDelimiterImport
Connection,FieldsToExport
Connection,FieldsToImport
Connection,Format
Connection,GCS_CreatedAt
Connection,GCS_UpdatedAt
Connection,Host
Connection,Id
Connection,InDirectory
Connection,Name
Connection,OutDirectory
Connection,Port
Connection,RecordDelimiterExport
Connection,RecordDelimiterImport
Connection,URL
Connection,UUID
Consult,ConsultDate
Consult,ConsultTime
Consult,DateCreated
Consult,Diagnosis
Consult,DoctorId
Consult,DoctorName
Consult,Examination
Consult,GCS_CreatedAt
Consult,GCS_UpdatedAt
Consult,History
Consult,Id
Consult,LastUpdated
Consult,LastUpdatedBy
Consult,LetterDictated
Consult,LockedRecord
Consult,Plan
Consult,PT_Id_Fk
Consult,UUID
ConsultationProblem,CNSLT_Id_Fk
ConsultationProblem,GCS_CreatedAt
ConsultationProblem,GCS_UpdatedAt
ConsultationProblem,Id
ConsultationProblem,IsPrimaryProblem
ConsultationProblem,Problem
ConsultationProblem,UUID
Conversion,DataType
Conversion,Description
Conversion,GCS_CreatedAt
Conversion,GCS_UpdatedAt
Conversion,Id
Conversion,Instructions
Conversion,Method
Conversion,Name
Conversion,UUID
ConversionConstraint,Constraint
ConversionConstraint,CONV_Id_Fk
ConversionConstraint,Field
ConversionConstraint,GCS_CreatedAt
ConversionConstraint,GCS_UpdatedAt
ConversionConstraint,GenieTableNum
ConversionConstraint,Id
ConversionConstraint,UUID
ConversionConstraint,Value
ConversionFK,CONVFD_Id_Fk
ConversionFK,ForeignKey
ConversionFK,ForeignKeyLink
ConversionFK,GCS_CreatedAt
ConversionFK,GCS_UpdatedAt
ConversionFK,Id
ConversionFK,UUID
ConversionField,CONV_Id_Fk
ConversionField,ConvField
ConversionField,ConvFieldType
ConversionField,ConvTable
ConversionField,GCS_CreatedAt
ConversionField,GCS_UpdatedAt
ConversionField,GenieFieldNum
ConversionField,GenieTableNum
ConversionField,Id
ConversionField,UUID
ConversionGenieLink,CONV_Id_Fk
ConversionGenieLink,GCS_CreatedAt
ConversionGenieLink,GCS_UpdatedAt
ConversionGenieLink,Id
ConversionGenieLink,LinksTo
ConversionGenieLink,TableFK
ConversionGenieLink,UUID
CopyTo,AB_Id_Fk
CopyTo,Acknowledged
CopyTo,Carrier
CopyTo,CDACapable
CopyTo,GCS_CreatedAt
CopyTo,GCS_UpdatedAt
CopyTo,Id
CopyTo,LTROUT_Id_Fk
CopyTo,Name
CopyTo,Printed
CopyTo,Send
CopyTo,Sent
CopyTo,UUID
CopyTo,WebMailId
CorrespondenceLog,Carrier
CorrespondenceLog,Computer
CorrespondenceLog,CorrespondenceType
CorrespondenceLog,DeliveryAcknowledged
CorrespondenceLog,ErrorNote
CorrespondenceLog,ErrorPath
CorrespondenceLog,ErrorSubject
CorrespondenceLog,GCS_CreatedAt
CorrespondenceLog,GCS_UpdatedAt
CorrespondenceLog,Id
CorrespondenceLog,ImportDate
CorrespondenceLog,ImportTime
CorrespondenceLog,LTROUT_Id_Fk
CorrespondenceLog,MsgControlId
CorrespondenceLog,MsgType
CorrespondenceLog,Patient
CorrespondenceLog,Recipient
CorrespondenceLog,Sender
CorrespondenceLog,SendingApplication
CorrespondenceLog,SendingFacility
CorrespondenceLog,SrcRecord_UUID_Fk
CorrespondenceLog,SrcTableNum
CorrespondenceLog,UUID
CurrentProblem,Confidential
CurrentProblem,DiagnosisDate
CurrentProblem,GCS_CreatedAt
CurrentProblem,GCS_UpdatedAt
CurrentProblem,ICD10Code
CurrentProblem,ICPCCode
CurrentProblem,Id
CurrentProblem,LastUpdated
CurrentProblem,LastUpdatedBy
CurrentProblem,Note
CurrentProblem,Problem
CurrentProblem,PT_Id_Fk
CurrentProblem,SnomedCode
CurrentProblem,SortOrder
CurrentProblem,TermCode
CurrentProblem,UUID
CustomForm,AutoArchive
CustomForm,AutoNote
CustomForm,Category
CustomForm,Content
CustomForm,CreatedDate
CustomForm,CreatedTime
CustomForm,Creator
CustomForm,GCS_CreatedAt
CustomForm,GCS_UpdatedAt
CustomForm,GRAPHIC_Id_Fk
CustomForm,Id
CustomForm,LastUpdated
CustomForm,PDF
CustomForm,Picture
CustomForm,PT_Id_Fk
CustomForm,Template
CustomForm,TemplateType
CustomForm,Title
CustomForm,UUID
CustomLabel,FormName
CustomLabel,GCS_CreatedAt
CustomLabel,GCS_UpdatedAt
CustomLabel,Id
CustomLabel,LabelForm
CustomLabel,TableName
CustomListData,Code
CustomListData,Creator
CustomListData,Description
CustomListData,GCS_CreatedAt
CustomListData,GCS_UpdatedAt
CustomListData,Id
CustomListData,SortOrder
CustomListData,Value
CustomListData,ValueObejct
DASScore,ASDAS_Score
DASScore,ASDAS2
DASScore,ASDAS3
DASScore,AssessmentDate
DASScore,BAS1
DASScore,BAS2
DASScore,BAS3
DASScore,BAS4
DASScore,BAS5
DASScore,BAS6
DASScore,BASScore
DASScore,Change
DASScore,CRP
DASScore,CRPDate
DASScore,DiseaseActivity
DASScore,ESR
DASScore,ESRDate
DASScore,Evaluation
DASScore,GCS_CreatedAt
DASScore,GCS_UpdatedAt
DASScore,HAQ20
DASScore,Id
DASScore,Note
DASScore,ProvGlobalAssess
DASScore,PT_Id_Fk
DASScore,Rapid3_1_1
DASScore,Rapid3_1_10
DASScore,Rapid3_1_11
DASScore,Rapid3_1_12
DASScore,Rapid3_1_13
DASScore,Rapid3_1_2
DASScore,Rapid3_1_3
DASScore,Rapid3_1_4
DASScore,Rapid3_1_5
DASScore,Rapid3_1_6
DASScore,Rapid3_1_7
DASScore,Rapid3_1_8
DASScore,Rapid3_1_9
DASScore,Rapid3_1_Score
DASScore,Rapid3_2
DASScore,Rapid3_3
DASScore,Rapid3_Total
DASScore,Score
DASScore,SDAI_Score
DASScore,SW28
DASScore,Swelling
DASScore,Swelling2
DASScore,TEN28
DASScore,Tenderness
DASScore,Tenderness2
DASScore,UseCRP
DASScore,UUID
DRW_join_GRPH,DRW_Id_Fk
DRW_join_GRPH,GCS_CreatedAt
DRW_join_GRPH,GCS_UpdatedAt
DRW_join_GRPH,GRPH_Id_Fk
DRW_join_GRPH,Id
DRW_join_GRPH,SVGObjectId
DRW_join_GRPH,UUID
DelayedUpdateQueue,GCS_CreatedAt
DelayedUpdateQueue,GCS_UpdatedAt
DelayedUpdateQueue,Id
DelayedUpdateQueue,StringifiedVariables
DelayedUpdateQueue,SubmittedDate
DelayedUpdateQueue,SubmittedTime
DelayedUpdateQueue,TableId
DelayedUpdateQueue,UUID
Document,DateModified
Document,DocumentDate
Document,GCS_CreatedAt
Document,GCS_UpdatedAt
Document,LastUpdated
Document,LastUpdatedBy
Document,Note
Document,Primary
Document,PT_Id_Fk
Document,Title
Document,UUID
DownloadedResult,ActionList
DownloadedResult,Addressee
DownloadedResult,Archived
DownloadedResult,CollectionDate
DownloadedResult,Comment
DownloadedResult,Confidential
DownloadedResult,CopyTo
DownloadedResult,DiagnosticService
DownloadedResult,DOB
DownloadedResult,DocumentName
DownloadedResult,ExternalId
DownloadedResult,FileContent
DownloadedResult,FirstName
DownloadedResult,Format
DownloadedResult,FromLab
DownloadedResult,GCS_CreatedAt
DownloadedResult,GCS_UpdatedAt
DownloadedResult,HasBeenNotified
DownloadedResult,HL7Type
DownloadedResult,Id
DownloadedResult,ImportDate
DownloadedResult,ItemToCharge
DownloadedResult,Laboratory
DownloadedResult,LabRef
DownloadedResult,Last
DownloadedResult,LastUpdated
DownloadedResult,LastUpdatedBy
DownloadedResult,Linked
DownloadedResult,LinkedBy
DownloadedResult,MedicareNum
DownloadedResult,MessageToReception
DownloadedResult,NormalOrAbnormal
DownloadedResult,NotificationMessage
DownloadedResult,NotifiedBy
DownloadedResult,NotifiedDate
DownloadedResult,OnHold
DownloadedResult,OrderedBy
DownloadedResult,OurRef
DownloadedResult,PatientPhone
DownloadedResult,Postcode
DownloadedResult,PT_Id_Fk
DownloadedResult,ReceivedDate
DownloadedResult,ReportDate
DownloadedResult,RequestDate
DownloadedResult,Result
DownloadedResult,ResultStatus
DownloadedResult,RunNum
DownloadedResult,Sex
DownloadedResult,Specimen
DownloadedResult,Street
DownloadedResult,Surname
DownloadedResult,Test
DownloadedResult,Title
DownloadedResult,Town
DownloadedResult,URNum
DownloadedResult,UUID
DownloadedResult,WebmailID
Drawing,CNSLT_Id_Fk
Drawing,DrawingDate
Drawing,GCS_CreatedAt
Drawing,GCS_UpdatedAt
Drawing,Id
Drawing,PictureSVG
Drawing,PT_Id_Fk
Drawing,Title
Drawing,UUID
DrugIndex,CantBreak
DrugIndex,Code
DrugIndex,Drug
DrugIndex,Form
DrugIndex,FormCode
DrugIndex,Generic_DRGIDX_Id_Fk
DrugIndex,Id
DrugIndex,LEMICode
DrugIndex,LMBCMemberFg
DrugIndex,NPSPILS
DrugIndex,NPSRADARDocument
DrugIndex,NPSRADARFull
DrugIndex,NPSRADARMU
